Line Number,Sentence
1,படிகள் நூலாக்கம் வி.
2,"சித்திரா, பிராசசு இந்தியா அட்டை வடிவமைப்பு கவி."
3,"பாகர் அச்சிட்டோர் பிராசசு இந்தியா திருவல்லிக்கேணி, சென்னை ."
4,வெளியீடு வளவன் பதிப்பகம் .
5,சிங்காரவேலர் தெரு தியாகராய நகர் சென்னை .
6,தொ.பே.
7,.
8,பதிப்புரை நூலாசிரியர் மு.
9,"படிக்கராமு அவர்கள், முதுமுனைவர் செந்தமிழ் அந்தணர், தமிழ்க் கடல் இரா."
10,இளங்குமரனார் அவர்களின் அண்ணன் மகன் ஆவார்.
11,படித்த குடும்பம் ஒரு பல்கலைக் கழகம் என்பதற்கேற்ப நூலாசிரியரின் குடும்பப் பின்புலம் கல்வியின் பெருமையை உணர்ந்த குடும்பம்.
12,நூலாசிரியரின் திருமகன் திருமாவேலன் தமிழ் இதழியல் வரலாற்றில் இன்று மிகச்சிறந்த நிலையில் இருப்பவர்.
13,தமிழ் தமிழினம் மேன்மையுறுவதற்கு தனக்குக் கிடைத்த வாய்ப் பினைப் பயன்படுத்திப் பெரும் பங்களிப்பைச் செய்து வருபவர்.
14,வள்ளுவ வளம் எனும் பெயரில் நான்கு தொகுதிகளை எம்பதிப்பகத்தின் வழி வெளிக்கொணர்வதில் பெருமையும் உவகையும் கொள்கிறோம்.
15,"தமிழ் புகுந்த நெஞ்சிற்குத் தளர்வில்லை, உடலுக்கும் முதுமையில்லை என்பார் பாவலலேறு பெருஞ்சித்திரனார்."
16,அய்யா அவர்களின் அணிந்துரைக்குப் பிறகு இந்நூலைப் பற்றி எழுதுவதற்கு எனக்கு எந்தத் தகுதியும் இல்லை.
17,பாவாணர் வழிநிலை அறிஞர்களில் ஒருவரான பெரும்புலவர் செந்தமிழ்ச் செம்மல் மு.
18,"படிக்கராமு அவர்கள் எழுதிய வள்ளுவ வளம் நூலினை தொகுதிகள் வெளியிடுவதில் மிகுந்த மகிழ்ச்சியும், பெருமையும் கொள்கிறேன்."
19,இவ்விரு பெருமக்கள் வாழும் காலத்தில் வாழ்கிறேன் என்ற பெருமை ஒன்றே எனக்குப் போதும்.
20,"இருபதாம் நூற்றாண்டின் இறுதியிலும், ஆம் நூற்றாண்டின் முற்பகுதியிலும் தமிழ்மறையாம் திருக்குறளுக்கு வெளிவந்த சிறந்த உரைகளில் வள்ளுவ வளமும் ஒன்று."
21,இந்நூல் புதியப் பார்வையைத் தருவதுடன் மேலும் மேலும் வள்ளுவத்துக்கு வளமும் வலிமையும் பொலிவும் சேர்க்கும் புதிய வரவாகும்.
22,இந்நூலினை உலகெங்கும் வாழும் தமிழர்கள் தம் இல்லங்களில் வாங்கி வைத்துப் பயன்கொள்ள வேண்டும் என்று விரும்புகிறோம்.
23,கோ.
24,இளவழகன் நூலாசிரியரைப் பற்றிய குறிப்பு நூலாசிரியர் மு.
25,"இடைநிலை ஆசிரியர் பயிற்சி, தமிழ்ப்புலவர், தமிழ் முதுகலை ஆசிரியர் இளங்கலை பயின்றவர்."
26,இராசபாளையம் ஊ.ஒ.
27,"தொடக்கப் பள்ளிகளில் ஒன்பது ஆண்டுகள் தலைமை ஆசிரியராகவும், கோயிற்பட்டி ஆ.வை."
28,மேனிலைப்பள்ளியில் தமிழாசிரியராக இருபத் தெட்டு ஆண்டுகளும் பணிபுரிந்து ..இல் பணி நிறைவு பெற்றவர்.
29,செய்யும் பணியைத் தெய்வப் பணியாகக் கருதிச் செப்பமாய்ச் செய்யக் கூடியவர்.
30,"இராசபாளையம், கோயிற்பட்டித் திருவள்ளுவர் மன்றங்களில் செயலாளராய் அமைந்து தமிழ்த் தொண்டாற்றியவர்."
31,முரம்பு பாவாணர் கோட்ட நெறியாளரும் ஆவார்.
32,சங்கரன் கோயிலில் இந்து சமயத் தமிழ்ப் பேரவை சார்பில் வாரங்கள் திருக்குறள் தொடர்பொழிவைச் சிறப்புறச்செய்து மக்களின் நன்மதிப்பைப் பெற்றவர்.
33,பெண்மைக்குப் பெருமை சேர்க்கும் முத்து லக்குமி அவர்கள் இவரின் வாழ்க்கைத் துணைவி ஆவார்.
34,"நெல்லை ம.தி.தா.இந்துக் கல்லூரி, கணினித்துறைத் துணைப் பேராசிரியர் முனைவர் ப."
35,வேல்மணி அவர்களும் இளையோர் விகடன் ஆசிரியர் ப.திருமாவேலன் அவர்களும் இவருடைய மக்கள் ஆவர்.
36,மேலநீலித நல்லூர் ப.மு.தே.
37,. .கி.
38,இரேணுகா அவர்களும் மருமக்கள் ஆவர்.
39,"செந்தமிழ் அந்தணர், தமிழ்க் கடல் இரா."
40,இளங்குமரனார் அவர்களின் தமையனாரின் மைந்தரும் ஆவார்.
41,வள்ளுவப்பயன் பிரசங்கம் பெருக்கெடுத்தோடிக் கொண்டிருந்த நாளிலே பெருஞ்சொல் விளக்கம் என்னும் ஒரு கலைச்சொல் உருவாகியது.
42,"அப்பெருஞ்சொல் விளக்கம், சொற்பொழிவு என்னும் அரிய கலைச் சொல்லாக நெல்லையில் இருந்து தென்றல் உலாவாகத் திகழ்ந்தது."
43,அவ்வருமையான கலைச் சொல்லைத் தந்த பெருமகனார் பால் வண்ணர்!
44,அவர் சொல்லளவில் நில்லாமல் சொற்பொழிவு ஆற்றுப் படை என நூற்கொடையே புரிந்தார்!
45,சொற்பொழிவு நூற்கொடையாதல் தமிழ்த்தென்றல் திரு.வி.க.
46,"நிறைமலையாம் மறைமலையடிகள், தவப்பெருந்திரு ஞானியார் அடிகள் முதலோரால் கொள்ளப்பட்டு, கற்பனை அவையங்கூட்டிக் கலைக் கவின் மழையாய்ப் பொழியவும் வழிகாட்டியது."
47,அதனைச் செய்தவர் மூதறிஞர் செம்மல் வ.சுப.
48,மாணிக்கனார்.
49,நூல் வள்ளுவம் என்னும் உள்ளுதோறு வகை யூற்றாம் நூல்!
50,ஆதலால் அரிய பெரிய செயலை எளிமையாய் இயல்பாய்ச் செய்ய வாய்த்ததாம்.
51,செய்தவர் எந்தை பெயரர் மு.
52,படிக்கராமர் புலவர்.
53,கலைமுதியர்.
54,"வினையால் வினையாக்கிக் கொண்டவர் அவர், வித்தின் தன்மை அமைந்த விளைவள வித்தகர்!"
55,நூலாசிரியர் மு.
56,படிக்கராமர் தம் பொழிவு நூலால் அவற்றை மெய்ப்பித்திருக்கிறார்.
57,பாற்பகுப்பு பழைமையது தொல்லாசான் தொல் காப்பியன் ஆணை வழியது.
58,அறம் முதலாகிய மும்முதற்பொருள் என்றும் இன்பமும் பொருளும் அறமும் என்றும் ஈரிடங்களில் முறைப் படுத்துகிறார்.
59,அது பிறை நிலா வளர்பிறையாய் நிறைமதியாய்த் திகழ்வது போன்றது.
60,கமம் காமம்.
61,முப்பால் பொழிவில் முதற்பால் முன்னே வெளிவந்தது.
62,இதுகால் பொருட்பால் விரிவாக்கத்தால் முப்பாலாக முப்பகுதியாக வெளிப்படுகின்றது.
63,பழைய உரையாசிரியர்கள் தத்தம் நோக்கிலும் போக்கிலும் இயல் பகுத்து இயைபு காட்டினர் இவரோ.
64,ஓரதிகாரத்திற்கு ஏறத்தாழ பக்கங்களை எட்டுகிறது.
65,பொழிவு முழுவதும் நூலில் இடம் பெற்றிராது வேண்டும் சுருக்கம் பெற்றே அமைந்தது அமையும் என்பது பட்டறிவால் விளங்கும்.
66,அதிகார விளக்கம் என்னும் ஒவ்வோர் அதிகார முகப்பும் முழுதுறு நூற்பார்வையாகச் சிறக்கின்றது.
