Line Number,Sentence
1,"சிறுவர் கதைக் களஞ்சியம் இந்நூல் இல் வெற்றியரசி பதிப்பகம், சென்னை ."
2,வெளியிட்ட பதிப்பை மூலமாகக் கொண்டு வெளிவருகிறது.
3,.
4,கோமரம் குதிரை ஈனுமா? காயங்குளம் ஒரு கடற்கரைப்பட்டினம்.
5,ஒரு நாள் அமீது என்ற வணிகன் குதிரையுடன் காயங் குளத்திலிருந்து புறப்பட்டான்.
6,சாத்தன்குளம் என்ற நகரத்திலுள்ள சந்தையில் அதைக் கொண்டு சென்று விற்க விரும்பினான்.
7,"வழியில் மனிதனுக்கு வேண்டிய உணவும், குதிரைக்கு வேண்டிய கொள்ளும் புல்லும் குதிரையின் முதுகிலேயே ஒரு சாக்கில் கிடந்தது."
8,"அவன் சில சமயம் குதிரை மீது ஏறியும், சில சமயம் அதை நடத்திக் கொண்டும் சென்றான்."
9,அமீது சிறுமியை அன்புடன் நோக்கினான்.
10,அம்மா!
11,நீ ஏன் இப்படித் தனியாகக் காட்டிலிருக்கிறாய்?
12,உனக்கு என்ன வேண்டும்? என்று கேட்டான்.
13,சிறுமி மீண்டும் கண்களைக் கசக்கிக் கொண்டு அழுதாள்.
14,ஐயா!
15,நான் போக்கற்றவள்.
16,தாய் தந்தையில்லை.
17,பிச்சை யெடுத்து வயிறு வளர்க்கிறேன்.
18,என் காலில் முள் தைத்து விட்டது.
19,நடக்க முடியவில்லை.
20,யாரிடம் என்ன கேட்க முடியும்? என்றாள்.
21,வணிகன் தன்னிடமுள்ள உணவில் சிறிது கொடுத்தான்.
22,தன் குதிரை மீதே அவளை ஏற்றிக் கொண்டான்.
23,மாலையாகும்போது அவர்கள் அடுத்த ஊர் வந்து சேர்ந்தனர்.
24,சிறுமி அவனுக்கு நன்றி தெரிவித்து.
25,ஐயா!
26,உங்கள் உதவியை நான் என்றும் மறக்க மாட்டேன் இஃது எனக்குப் பழக்கமான ஊர்தான்.
27,நான் சென்று வருகிறேன்.
28,"தங்களுக்கு எப்போதாவது நான் உதவ முடியுமானால், நான் மிகவும் மகிழ்ச்சியடைவேன் என்றாள்."
29,வணிகன் சிறுமியின் உள்ளங்கனிந்த நன்றியுணர்வு கண்டு வியப்படைந்தான்.
30,அந்த நன்றியுணர்வை அவளின் செயலில் காட்டும்வேளை மிக விரைவிலே வரும் என்று அவன் எண்ணவேயில்லை.
31,அவ்வூரின் ஒரு பகுதியில் வீடுகள் ஒழுங்காகவும் வரிசை யாகவும் கட்டப்பட்டிருந்தன.
32,"வீடுகளின் நடுவே ஒரு பெரிய சதுக்கமும், அதன் நடுவே ஒரு கோமரமும் இருந்தன."
33,"அதன் பக்கமாக அவன் போகும்போது, ஒருவன் நட்புரிமையுடன் அவனை அணுகினான்."
34,அண்ணா!
35,தாங்கள் நெடுந் தொலைவிலிருந்து வருகிறீர்கள் போல் இருக்கிறது.
36,நம் வீட்டுக்கு வாருங்கள்.
