Line Number,Sentence
1,இளங்குமரனார் தமிழ்வளம் .
2,பரிபாடலில் திருமுருகன் .
3,பெரும் பொருள் விளக்கம் உரை நூல் ஆசிரியர் முது முனைவர் இரா.இளங்குமரன் வளவன் பதிப்பகம் சென்னை .
4,நூற் குறிப்பு நூற்பெயர் இளங்குமரனார் தமிழ்வளம் ஆசிரியர் இரா.
5,இளங்குமரன் பதிப்பாளர் கோ.
6,படிகள் நூலாக்கம் செவன்த்சென் கம்யூனிகேசன் அட்டை ஓவியம் ஓவியர் மருது அட்டை வடிவமைப்பு வ.
7,"மலர் அச்சிட்டோர் ஸ்ரீ வெங்கடேசுவரா ஆப்செட் பிரிண்டர்சு இராயப்பேட்டை, சென்னை ."
8,"வெளியீடு வளவன் பதிப்பகம் எண் சிங்கார வேலர் தெரு, தியாகராயர் நகர், சென்னை ."
9,அவர் தம் அருந்தமிழ்ப் பணியை வணங்கி மகிழ்கிறோம்.
10,இவர் தந்நலம் கருதாமல் தமிழ் நலம் காத்து வருபவர்.
11,தம்மைமுன்னிறுத்தாது தமிழை முன்னிறுத்தும் பெருந்தமிழறிஞர்.
12,தமக்கென வாழாது தமிழ்க்கென வாழ்பவர்.
13,ஒருநாளின் முழுப் பொழுதும் தமிழாகவே வாழும் தமிழ்ப் போராளி.
14,சங்கச் சான்றோர் வரிசையில் வைத்து எண்ணத்தக்க அருந்தமிழறிஞர்.
15,தமிழ் இலக்கண இலக்கிய மரபைக் காத்து வரும் மரபு வழி அறிஞர்.
16,மொழிநூல் கதிரவன் பாவாணரின் வேர்ச்சொல் ஆய்வில் அவர் காட்டிய வழியில் தம் தமிழாய்வைத் தொடர்பவர்.
17,தமிழர் இல்லம்தோறும் இருக்கத்தக்க இவ்வருந்தமிழ்ச் செல்வங்களைத் தமிழ் இளம் தலைமுறைக்கு வைப்பாகக் கொடுத்துள்ளோம்.
18,சலுகை போனால் போகட்டும் என் அலுவல் போனால் போகட்டும் தலைமுறை ஒருகோடி கண்ட என் தமிழ் விடுதலை ஆகட்டும்.
19,பாவேந்தர் வரிகளை நினைவில் கொள்வோம்.
20,பதிப்பாளர்.
21,பெறும் பேறு வளம் எங்கே இருக்கிறது?
22,வளம் எங்கேயும் இருக்கிறது!
23,அஃது இல்லாத இடமே இல்லை!
24,வளம் எங்கும் இருப்பதை எப்படி அறியலாம்?
25,"வளத்தைத் தேடும் உளம் இருந்தால், வளம் எங்கேயும் இருப்பதை அறியலாம்?"
26,வளத்தின் அளவு என்ன?
27,வளத்தின் அளவும் உளத்தின் அளவேயாம்!
