Line Number,Sentence
1,சிலப்பதிகாரக் காட்சிகள் வரலாற்றுப் பேரறிஞர் மா.
2,இராசமாணிக்கனார் நிலவன் பதிப்பகம் நூற் குறிப்பு நூற்பெயர் சிலப்பதிகாரக் காட்சிகள் ஆசிரியர் வரலாற்றுப் பேரறிஞர் மா.
3,இராசமாணிக்கனார் பதிப்பாளர் முனைவர் க.
4,படிகள் மேலட்டை தமிழ்க்குமரன் வி.
5,சித்ரா நூலாக்கம் வி.
6,"சித்ரா அச்சிட்டோர் வெங்கடேசுவரா ஆப்செட் பிரிண்டர் வடபழனி, சென்னை ."
7,"வெளியீடு நிலவன் பதிப்பகம், பி , பாண்டியன் அடுக்ககம், சீனிவாசன் தெரு, தியாகராய நகர், சென்னை ."
8,நூல் கிடைக்குமிடம் தமிழ்மண் பதிப்பகம் .
9,"காட்சிகள், தேவையான இடங்கள் விளக்கமாகவும் தேவையற்ற செய்திகள் சுருக்கமாகவும் அமையப் பெற்றவை."
10,"சேக்கிழார் அகம், சென்னை."
11,என் தந்தையின் பதிப்புச் சுவடுகளைப் பின்பற்றி எம் பதிப்புப் பணியைச் செய்து வருகிறேன்.
12,தமிழ்ப் பேரறிஞர் முனைவர் மா.
13,இவற்றில் நூல்களை இல் எம் பதிப்பகம் வெளியிட்டுள்ளது.
14,தொடர் பணியாக இல் நூல்களை தமிழுலகம் பயன்படும் வகையில் எம் பதிப்பகம் வெளியிட்டுள்ளது.
15,இதனை அனைவரும் படித்துப் பயன்பெற வேண்டுகிறேன்.
16,தமிழமுது நுழையுமுன் மனிதரில் தலையாய மனிதரே!
17,"மொழி, இனம், நாடு எனத் தமிழ் கூறும் நல்லுலகம் பற்றி ஆழச் சிந்தித்தவர்களுள் அவர் குறிப்பிடத்தக்கவர்."
18,"தாமுண்டு, தம் குடும்பமுண்டு, தம் வேலையுண்டு என்று அவரால் இருக்க முடியவில்லை."
19,"மொழி நலம், தமிழ்த் திருமணம், சாதி மறுப்பு என்பன அவருடைய தொடக்கக் காலக் களங்களாக அமைந்தன."
20,"தாய்மொழித் தமிழ், தமிழரிடையே பெறவேண்டிய மதிப்பையும் பயன்பாட்டையும் பெறாமலிருந்தமை அவரை வருத்தியது."
21,தமிழ் நமது தாய்மொழி ஈன்ற தாயைப் போற்றுதல் மக்களது கடமை.
22,ஒரு தமிழன் மற்றொரு தமிழனோடு பேசும்போது பெரும்பாலும் பிறமொழிச் சொற்களைக் கலந்தே பேசுவதைக் காண்கிறோம்.
23,இப்பிறமொழிச் சொற்கள் நம் மொழியிற் கலந்து தமிழ் நடையைக் கெடுத்துவிடுகின்றன.
24,மொழிக் கொலை புரிவதில் முதற்பரிசு பெறத்தக்கவர் நம் தமிழரே ஆவர்!
