Line Number,Sentence
1,தமிழமுது மறு பதிப்பு தாள் . கி.
2,மேப்லித்தோ அளவு தெம்மி எழுத்து . புள்ளி பக்கம் படிகள் விலை உரு.
3,நூலாக்கம் டெலிபாய்ண்ட் சென்னை .
4,அட்டை வடிவமைப்பு வி.
5,"சித்ரா அச்சு வெங்கடேசுவரா ஆப்செட் பிரிண்டர் இராயப்பேட்டை, சென்னை ."
6,"பதிப்புரை ஆம் நூற்றாண்டின் இறுதிப்பகுதியும், ஆம் நூற்றாண்டின் தொடக்கப்பகுதியும் தமிழ்ப்புலமையும் தமிழாய்வும் மேலோங்கி வளர்ந்த பொற்காலமாகும்."
7,இப் பொற்காலப் பகுதியில்தான் தமிழ்ப்பேரவைச் செம்மல் பெருந்தமிழறிஞர் க.
8,வெள்ளைவாரணனார் தோன்றி வளர்ந்து வாழ்ந்து தாய்மொழித் தமிழுக்கு வளமும் வலிமையும் சேர்த்தார்.
9,கைக்குக் கிடைக்கப் பெறாத நூல்களைத் தேடியெடுத்து இனிவரும் காலங்களில் வெளியிட முயல்வோம்.
10,"தம்முடைய தமிழாய்வுப்பணி மூலம் தமிழ் வரலாற்றில் நிலைத்து நிற்பவர், தமிழையும் சைவத்தையும் இரு கண்களெனக் கொண்டவர்."
11,தம் ஆய்வுப் புலமையால் பல புதிய செய்திகளையும் தமிழ் உலகுக்கு அளித்தவர்.
12,இவர் எழுதிய நூல்கள் தமிழ்உலகிற்குப் பெருமை சேர்ப்பன.
13,தமிழ் இலக்கிய வரலாற்றிற்கு கூடுதல் வரவாக அமைவன.
14,இவருடைய அறிவுச் செல்வங்கள னைத்தையும் ஆவணப்படுத்தும் நோக்குடன் தொகுத்து தமிழ் உலகிற்கு வைப்பாகக் கொடுத்துள்ளோம்.
15,எம் தமிழ்க் காப்புப் பணிக்கு துணை நிற்க வேண்டுகிறோம்.
16,அப்பொழுது எழுதப்பெற்ற தொல்காப்பியம் நன்னூல் எழுத்ததிகார வுரைப் பகுதி அண்ணாமலைப் பல்கலைக்கழகத்துணரில் முதல் தொடர்ந்து வெளிவந்தது.
17,அவ்வுரைப் பகுதி ல் அண்ணாமலைப்பல்கலைக் கழகத்தின் சார்பில் நூலுருவாக வெளிவந்தது.
18,அச்சிடுதற்கு ஏற்ற வண்ணம் இந்நூலைப் படியெடுக்கும் பணி என் மகள் செல்வி.
19,திரு.மங்கையர்க்கரசியால் திருத்த முறச் செய்யப்பெற்றது.
20,"அண்ணாமலைப் பல்கலைக்கழகத் தமிழ்த் துறை விரிவுரையாளர் டாக்டர் சோ.ந.கந்தசாமி ..,.."
21,அவர்கள் இந்நூலின் திருத்தப்படிகளை ஒப்பு நோக்கிக் திருத்தியுத வினார்கள்.
22,இவர்களுக்கு இறைவன் திருவருளால் எல்லா நலங்களும் உளவாதல் வேண்டும் என உளமார வாழ்த்து கின்றேன்.
23,தமிழ் நலம் வளர்க்கும் இப்பெருந்தகையார்க்கு எனது நன்றி யினையும் வணக்கத்தினையும் தெரிவித்துக்கொள்கின்றேன்.
24,இப்பணியினை இனிது நிறைவேற்றி யருளிய எனது வாழ்முதலாகிய முருகப்பெருமான் திருவடிகளை இறைஞ்சிப் போற்றுகின்றேன்.
25,இந்நூலினை அழகிய முறையில் ஆர்வமுடன் அச்சிட்டு தவிய அண்ணாமலைநகர் சிவகாமி அச்சகத்தார்க்கு எனது பாராட்டும் நன்றியும் என்றும் உரியவாகும்.
26,தமிழ் மாணவருலகம் இந்நூலினை விரும்பியேற்றுப் பயன் கொள்ளும் என நம்புகிறேன்.
27,"எனினும், கற்றார் போற்றும் சிறப்புடை யனவாய் இன்றுவரை விளங்குவன இவ்விரண்டுமே ஆகும்."
28,இவற்றைப் பயில்வோர் இரண்டன் அமைப்பையும் ஒப்பு நோக்கிச் சீர்தூக்க விழைதல் இயல்பு.
29,"தொல்காப்பியத்தையும் அதன் உரையையும் ஒட்டியே பவணந்தியார், நன்னூலை இயற்றினார் என்பதில் ஐயமில்லை."
30,அண்ணாமலைப் பல்கலைக்கழகத் தமிழ்த்துறை அறிஞர் திரு.
31,மேற்குறித்த ஆராய்ச்சிக்கு இந்நூல் பேருதவி புரிவதாகும்.
32,"தொல்காப்பியத்தில் அமைந்துள்ள முறைப்படி இயல்களையும், நூற்பாக்களையும் தந்து, அவற்றிற்கு உரிய நன்னூலின் நூற்பாக்களை ஆங்காங்கு அமைத்துள்ளார்."
33,அவர்தம் சீரிய முயற்சி சிறந்து மிக்கோங்குக.
34,"அண்ணாமலைப் பல்கலைக்கழகம் வித்துவான் அறிஞர் கா.சுப்பிர மணிய பிள்ளை, சுவாமி விபுலானந்தர், நாவலர் சோமசுந்தர பாரதியார் ஆகியோர் ஆசிரியர்கள்."
35,ஆய்வு மாணவர்.
36,அண்ணாமலைப் பல்கலைக் கழகம் நாவலர் சோமசுந்தர பாரதியார் வழி காட்டி தொல்காப்பியம் நன்னூல் எழுத்ததிகாரம் ஒப்பாய்வு.
37,"காக்கை விடுதூது இந்திமொழி கட்டாய பாட எதிர்ப்பு, ."
38,"இசைத்தமிழ் , சிதம்பரம்."
39,"திருத்தொண்டர் வரலாறு சுருக்கம் , அரிமழம்."
40,"தொல்காப்பியம் பொருளதிகார ஆய்வு, தஞ்சாவூர் சைவசித்தாந்த சாத்திர வரலாறு சைவசித்தாந்த தத்துவத்தின் வேர்கள்."
41,பதிப்பு பரதசங்கிரகம் அண்ணாமலைப் பல்கலைக் கழகம் சிதம்பரம் உரைவளப் பதிப்பு .தொல்காப்பியம் புறத்திணையியல் .
42,தொல்காப்பியம் களவியல் .
43,தொல்காப்பியம் கற்பியல் .
44,தொல்காப்பியம் பொருளியல் .
45,தொல்காப்பியம் உவமையியல் .
46,தொல்காப்பியம் மெய்ப்பாட்டியியல் .
47,தொல்காப்பியம் செய்யுளியல் ஆகியவை மதுரை காமராசர் பல்கலைக்கழக வெளியீடுகள்.
48,சிறப்புகள் .
49,சித்தாந்த செம்மல் தூத்துக்குடி சைவசித்தாந்த சபை .
50,திருமுறை ஆராய்ச்சிக் கலைஞர் தருமபுரம் ஆதினம் .
51,திருமுறை உரை மணி காஞ்சிபுரம் ஸ்ரீசங்கர மடம் .
52,"கலைமாமணி தமிழ்நாடு இயல் இசை, நாடக மன்றம் ."
53,தமிழ்ப்பேரவைச் செம்மல் மதுரை காமராசர் பல்கலைக் கழகம் .
54,தமிழகப் புலவர் குழு உறுப்பினர் .
55,திருச்சிராப்பள்ளி தமிழ்ச்சங்கத் திரிசிரபுரம் மகா வித்துவான் மீனாட்சிசுந்தரம் பிள்ளை நினைவு பொற்கிழி பொருளடக்கம் .
56,கிளவியாக்கம் .
57,வேற்றுமையியல் .
58,வேற்றுமை மயங்கியல் .
59,விளிமரபு .
60,பெயரியல் .
61,வினையியல் .
62,இடையியல் .
63,உரியியல் .
64,அதனால் இது சொல்லதிகாரம் என்னும் பெயர்த் தாயிற்று.
65,சொல் என்பது முற்கூறிய எழுத்தினான் ஆக்கப்பட்டு இருதிணைப் பொருட்டன் மையையும் ஒருவர் உணர்ந்து கொள்ளுதற்குக் கருவியாகிய ஓசையாகும்.
66,"கிளவி, சொல், மொழி என்பன எழுத்தினாலாகிய ஓசையையே குறிப்பன."
