Line Number,Sentence
1,இளங்குமரனாரைப் பதிப்பாசியராகக் கொண்டு வெளியிட்டுள்ளது.
2,தமிழ் தமிழினம் மேன்மையுற அருந்தொண்டாற்றி வரும் இச்செந்தமிழ் பதிப்பகத்தை எம் பதிப்பகத்தின் சார்பில் நன்றிகூறக் கடமைப்பட்டுள்ளோம்.
3,இளங்குமரனார் அவர்கள் இந்நூலுக்கு ஆழமான ஆராய்ச்சி முன்னுரை அளித்து பெருமை சேர்த்துள்ளார்.
4,தமிழர் அனைவரும் வாங்கிப் படித்துத் தமிழ முன்னோரின் பழம் பெருமையை அறிந்து கொள்ள வேண்டும்.
5,இப்பழந்தமிழ் நூல் பிழையற்ற பதிப்பாக வருவதற்கு எல்லா நிலையிலும் எனக்கு உதவியாக இருந்த முனைவர் பி.
6,தமிழகன் அவர்களுக்கு என்றும் நன்றியுடையேன்.
7,இந்நூலினை மீள்பதிப்பாக இல் எங்கள் பதிப்பகத்தின் வழி வெளிக்கொணர்வதில் பெருமைப்படுகிறோம்.
8,கோ.
9,இளவழகன் நுழையுமுன் பாரதக் கதை வட இந்தியாவில் நிகழ்ந்ததாகக் கருதப்படுகின்றது தென்கோடித் தமிழகம் வரை எங்கும் அறிந்ததாக இருக்கிறது.
10,"அது மட்டுமின்றி எங்கும் நிகழ்ந்ததாகக் கருதப்படும் வகையில் இடப்பெயர்களும், ஊர்ப்பெயர்களும் பாண்டவர் குகை, அருச்சுணன் தபசு... சூட்டப்பட்டன."
11,தென்னகமெங்கும் பரப்பப்பட்டன.
12,அதனால் சங்கப் புலவர்களுக்கு அதன்கதை நன்கு தெரிந்திருக்கிறது.
13,"புறநானூறு , கலித்தொகை , அகிய நூல்களில் அக்கதைக் கூறுகள் இடம் பெற்றுள்ளன."
14,பிற்காலப் புலவர்களும் பல்வேறு யாப்புகளில் பாரதக் கதையைத் தமிழில் தம்புலமைத் திறத்திற்கேற்பப் பாடினர்.
15,"தமிழில் காப்பியங்கள் அகவலாலும், சிலம்பு, மணிமேகலை, பெருங்கதை ஆசிரிய மண்டிலத்தாலும் சீவக சிந்தாமணி, கம்பராமாயணம், பெரியபுராணம், வில்லிபாரதம்... இயற்றப்பட்டன."
16,"ஆனால், வெண்பா யாப்பில் இப்பாரத வெண்பா இயற்றப்பட்டது."
17,பின்னர் நளவெண்பா எழுந்தது.
18,இதனை உளங்கொண்ட பாரதிதாசன் மணிமேகலை வெண்பாவை வெண்பா யாப்பில் படைத்தார்.
19,பாரத வெண்பா என்பது பாரதக் கதை வெண்பா யாப்பில் இயற்றப்பட்டது என விரியும்.
20,"பிற்காலத்தே தமிழகத்தை ஆண்ட அரசர்களும் பாரதப் போரில் கலந்து கொண்டதாகக் கல்வெட்டு, செப்பேடுகளில் வெட்டியுள்ளனர்."
21,சின்னமனூர் பெரிய செப்பேடும் மாபாரதம் தமிழ்ப்படுத்தும் மதுராபுரிச் சங்கம் வைத்தும் எனக் குறிப்பிடுகிறது.
22,மாபாரதம் ஓதுவார்க்கு மானியம் விட்டதைக் கூரம் செப்பேடு குறிப்பிடுகிறது.
23,தமிழகப் பண்பாட்டுச் சூழலுக்கேற்ப கதைநிகழக் கூறுகளும் மாற்றம் பெற்றன.
24,"பண்டைய தமிழகத்தில், சாத்தன், தேவன், பூதன், நாகன், கொற்றன் முதலிய பெயர்களைப் புலவர் பலர் கொண்டிருந் தனர்."
25,அவர்களுள் பெருமை அடைய பெற்ற பெருந்தேவனார் இந்நூற் புலவர்.
26,சிலப்பதிகாரம் போலப் பாட்டுடைச் செய்யுளாக இந்நூல் அமைந்துள்ளது.
27,"ஆயினும், பாடல்கள் நல்ல தமிழிலும், உரைநடை வடமொழிச்சொற்கள் விரவியதாயும் அமைந்தன."
28,அதனால் பாட்டுக்கும் உரைநடைக்கும் கால வேற்றுமை காணப்படுகிறது.
29,"எனவே, பாடல் பாடிய பெருந் தேவனார்க்கும் பின்னர் வந்த ஒருவரால் உரைநடை எழுதிச் சேர்க்கப்பட்டதெனக் கொள்ளப்படுகிறது."
30,இவ்வுரைநடை மணிப்பவழ நடையதாயினும் கதைத் தொடர்ச்சிக்கு இன்றி யமையாததாகிறது.
31,இளங்குமரனார் அமைத்துள்ளார்.
32,இந்நூலுக்குப்பின் ஐந்து நூற்றாண்டு கழித்துத் தோன்றிய வில்லிபாரதத்துக்கும் இதற்கும் உள்ள வேறுபாடுகளை ஐயாவின் ஆராய்ச்சி முன்னுரையில் காணலாம்.
33,பெருந்தேவனார் என்னும் பெயருடைய புலவர் அறுவர் தமிழ் இலக்கிய வரலாற்றில் காணப்படுகின்றனர்.
34,அவருள் ஐந்தாமவரே இந்நூலை இயற்றியவர்.
35,அவர் தெள்ளாறு எறிந்த நந்திவர்மனால் கி.பி.
36,புரக்கப்பட்டவர் என்பது இந்நூல் செய்யுளால் தெரிகின்றது.
37,இப்பதிப்புக்கும் முந்தைய பதிப்புக்கும் அ.
38,கோபாலையர் பல அரிய வேறுபாடுகள் உள்ளன இப்பதிப்பின் பொருட் குறிப்பினைத் தொடர்ந்து படித்தால் கதைத் தொடர்ச்சி தெளிவாகும்.
39,"முந்தைய பதிப்பில், பழைய பாரதப் பாடல்கள் என முதலிலும், இப்பதிப்பில் பாரதப் பழம்பாடல்கள் இணைப்பு ஆகவும் தரப் பட்டுள்ளன."
40,"ஆயினும், முன்னவர் பதிப்பில் இடம்பெறாத பாடல்கள் இப்பதிப்பில் , , , , , , இடம் பெற்றுள்ளன."
41,இவை பிற நூல் உரைகளில் காணப்பட்டவை.
