Line Number,Sentence
1,பண்பாட்டு வரலாறு நூற்களஞ்சியம் தொகுதி இரண்டு தமிழர் பண்பாட்டில் தாமரை சாத்தன்குளம் அ.
2,இராகவன் அமிழ்தம் பதிப்பகம் சாத்தன்குளம் அ.
3,இராகவன் நூற்களஞ்சியம் தொகுதி இரண்டு தமிழர் பண்பாட்டில் தாமரை சாத்தன்குளம் அ.
4,இராகவன் பதிப்பாளர் இ.
5,"படிகள் நூலாக்கம் சரவணன், அட்டை வடிவமைப்பு இ."
6,வீ.
7,"அரசு மற்றும் ஆய்வாளர், இர."
8,பிருந்தாவதி.
9,"பதிப்புரை தமிழ்மொழிக்கும் தமிழினத்திற்கும், வளமும் வலிமையும் சேர்க்கின்ற நூல்களை வெளியிடுவதை நோக்கமாகக் கொண்டு எம் பதிப்பகம் தொடங்கப் பட்டது."
10,"தமிழிசை அறிஞர் ஆபிரகாம் பண்டிதர், மொழிஞாயிறு பாவாணர், பன்மொழிப் புலவர் அப்பாத்துரையார், தமிழீழ அறிஞர் ந.சி."
11,"கந்தையா, செந்தமிழ் அந்தணர் இரா."
12,"இளங்குமரனார், பண்டித வித்துவான் தி.வே."
13,"கோபாலையர், முனைவர் இரா."
14,வீ.
15,அரசு அவர்கள் தெரிவித்தார்.
16,அவரின் வழிகாட்டுதலின் பேரில் இந்நூல்கள் வெளிவருகின்றன.
17,மரபு கருதி மூல நூலில் உள்ளவாறே வெளியிட்டுள்ளோம்.
18,"இவை மட்டுமன்றி குடியரசு, ஜனசக்தி, அறிவு, தமிழ்முரசு இதழ் களில் வெளிவந்த அவருடைய கட்டுரைகளையும் தொகுத்து விரைவில் வெளியிடவிருக்கிறோம்."
19,வீ.
20,அரசு ஆவார்.
21,"மேலும், அவரே இந்நூல்கள் ஒவ்வொன்றுக்கும் தனித்தனியே மதிப்புரை அளித்துச் சிறப்பு செய்துள் ளார்."
22,இவருக்கு எம் நெஞ்சார்ந்த நன்றி என்றும் உரியதாகும்.
23,செல்வி இர.
24,"பிருந்தாவதி, பேரா."
25,அரசு அவர்களின் ஆய்வு மாணவர்.
26,இவர் பேராசிரியரின் வழி காட்டுதலோடு பல்வேறு வகையில் பங்காற்றியும் இந் நூல்கள் பிழையின்றி வருவதற்கு மெய்ப்புப் பார்த்தும் உதவினார்.
27,செல்வி பிருந்தாவதி அவர்களை நன்றி யுணர்வோடு பாராட்டுகிறேன்.
28,திருநெல்வேலி மாவட்டத்தைச் சேர்ந்த புலவர் முத்துராமலிங்கம் அவர்கள் பாவாணர் நூல்கள் வெளியிட்டபோது பல்லாற்றானும் துணை யிருந்த பெருமைக்குரியவர்.
29,"அவர் இந் நூலாசிரியரின் தங்கை வீரலக்குமி அம்மையாரிடமும், மகன் இரா."
30,மதிவாண னிடமும் உரிமையுரை வாங்கி உதவியதோடு இத் தொகுதிகள் வெளி வருவதற்குப் பெரிதும் துணை இருந்தார்.
31,அவருக்கும் எம் நன்றி.
32,இந்நூல் தொகுதி களைக் கணினி ஆக்கம் செய்து உதவிய திருமதி.
33,"செல்வி குட்வில் கணினி அவர்களுக்கும், மெய்ப்புப் பார்த்து உதவிய கி."
34,இந்நூல் தொகுதிகள் தமிழ் ஆய்வாளர்களுக்கும் தமிழ் உணர்வாளர்களுக்கும் பெரிதும் பயன்படத்தக்க அரிய நூல்களாகும்.
35,எதிர்காலத்தில் இப்படிப்பட்ட நூல்களைத் தொடர்ந்து வெளியிடுவதில் உறுதியாகப் பணியாற்றுவோம்.
36,பதிப்பாளர் உரிமையுரை நுண்கலைச் செல்வர் சாத்தன்குளம் அ.
37,இராகவன் அவர்கள் தமிழ்க்கலைகள் பற்றி விரிவாக ஆய்வு செய்து நூல்கள் எழுதியவர்.
38,அவர் எழுதிய நூல்கள் இப்பொழுது மீண்டும் அச்சாவது எங்களுக்கு மிகுந்த மகிழ்ச்சியை அளிக்கிறது.
39,இந்நூல்கள் மீண்டும் அச்சாகுமா?
40,என்ற ஐயத்தில் இருந்த எங்களுக்கு இச் செயல் மிகுந்த மகிழ்ச்சி அளிக்கும் செயலாகும்.
