Line Number,Sentence
1,பத்துப்பாட்டு ஆசிரியர் ந.சி.
2,கந்தையா தொகுப்பாளர் புலவர் கோ.
3,தேவராசன்.
4,"எம்.ஏ.,பி.எட்., பதிப்பாளர் இ."
5,"இனியன் அமிழ்தம் பதிப்பகம் திவான்சாகிப் தோட்டம் இராயப்பேட்டை, சென்னை ."
6,நூற்குறிப்பு நூற்பெயர் பத்துப்பாட்டு ஆசிரியர் ந.சி.
7,கந்தையா பதிப்பாளர் இ.
8,இனியன் முதல் பதிப்பு தாள் . கி.
9,மேப்லித்தோ அளவு தெம்மி எழுத்து புள்ளி பக்கம் படிகள் விலை உரு.
10,"நூலாக்கம் பாவாணர் கணினி , சிங்காரவேலர் தெரு, தியாகராயர் நகர், சென்னை ."
11,"சாலை, இராயப்பேட்டை, சென்னை ."
12,தமிழறிஞர் ந.சி.
13,கந்தையா பிள்ளை அவர்கள்.
14,தமிழ் இனத்தின் மேன்மையை வரலாற்று நோக்கில் ஆய்வு செய்தவரும் அவரே.
15,தொண்டு செய்வாய்!
16,தமிழுக்குத் துறைதோறும் துறைதோறும் துடித்தெழுந்தே என்பார் புரட்சிக் கவிஞர் பாரதிதாசனார்.
17,"புரட்சிக் கவிஞரின் கனவை நினைவாக்கும் வகையில், தமிழறிஞர் ந.சி."
18,கந்தையா பிள்ளை அவர்கள் தமிழின் துறைதோறும் துறைதோறும் அரிய ஆய்வு நூல்களை எழுதியவர்.
19,தமது நூல்களின் வாயிலாக வீழ்ச்சியுற்ற தமிழினத்தை எழுச்சி பெறச் செய்தவர்.
20,ந.சி.
21,கந்தையா பிள்ளை அவர்களின் தமிழ்ப் பணியோ மலையினும் மாணப் பெரியது.
22,ஆயினும் அவருடைய வாழ்க்கைப் பதிவுகளாக நமக்குக் கிடைப்பன தினையளவே யாகும்.
23,இன்று அவருடைய வாழ்ககைக் குறிப்புகளாக நமக்குக் கிடைப்பன மிகச் சிலவாகும்.
24,அவை தமிழறிஞர் ந.சி.
25,தக்க ஆசிரியரிடம் பயின்று கல்வியில் தேர்ந்தார்.
26,பின்னர் கந்தரோடை என்னும் ஊரில் உள்ள ஒரு பள்ளியில் ஆசிரியராகப் பணி புரிந்தார்.
27,ஆங்கில மொழியிலும் தேர்ச்சி பெற்ற வல்லுநராய்த் திகழ்ந்தார்.
28,பின்னர் மலேசியா நாட்டிற்குச் சென்று சிறிதுகாலம் புகைவண்டி அலுவலகத்தில் பணியாற்றினார்.
29,ந.சி.
30,கந்தையா பிள்ளையவர்களின் தமிழறிவு ஆழமும் அகலமும் கொண்டது.
31,அவரது வாழ்க்கை முழுமையும் தமிழ் ஆய்வுப் பணியே பெரும் பணியாக அமைந்தது.
32,அறுபதுக்கு மேற்பட்ட ஆய்வு நூல்களை எழுதினார்.
33,தமிழறிஞர் ந.சி.
34,கந்தையா பிள்ளை அவர்கள் தாம் எழுதிய நூல்களைப் பதிப்பித்து வெளியிட வேண்டும் என்று வேட்கை கொண்டார்.
35,இலங்கையில் அதற்குப் போதிய வசதி இல்லை.
36,ஆதலால் தமிழ்நாட்டுக்கு வருகை புரிந்தார்.
37,சென்னையில் ஒற்றுமை நிலையம் என்னும் பதிப்பகத்தின் உரிமையாளராய்த் திகழ்ந்தவர் வீரபாகு பிள்ளை என்பவர்.
38,அவர் ந.சி.
39,கந்தையா பிள்ளை அவர்களின் நூல்கள் சிலவற்றை வெளியிட்டார்.
40,"பின்னர் முத்தமிழ் நிலையம், ஆசிரியர் நூற்பதிப்புக் கழகம், திருநெல்வேலி சைவ சித்தாந்த நூற்பதிப்புக் கழகம் ஆகியவற்றின் வாயிலாக ந.சி."
41,கந்தையா பிள்ளையவர்களின் நூல்கள் வெளிவரலாயின.
42,ந.சி.
