Line Number,Sentence
1,வழிபாடு முனைவர் மா.
2,இராசமாணிக்கனார் நிலவன் பதிப்பகம் நூற் குறிப்பு நூற்பெயர் வழிபாடு ஆசிரியர் வரலாற்றுப் பேரறிஞர் மா.
3,இராசமாணிக்கனார் பதிப்பாளர் முனைவர் க.
4,சித்ரா நூலாக்கம் வி.
5,"சித்ரா அச்சிட்டோர் வெங்கடேசுவரா ஆப்செட் பிரிண்டர் வடபழனி, சென்னை ."
6,"வெளியீடு நிலவன் பதிப்பகம், பி , பாண்டியன் அடுக்ககம், சீனிவாசன் தெரு, தியாகராய நகர், சென்னை ."
7,நூல் கிடைக்குமிடம் தமிழ்மண் பதிப்பகம் .
8,என் தந்தையின் பதிப்புச் சுவடுகளைப் பின்பற்றி எம் பதிப்புப் பணியைச் செய்து வருகிறேன்.
9,தமிழ்ப் பேரறிஞர் முனைவர் மா.
10,இவற்றில் நூல்களை இல் எம் பதிப்பகம் வெளியிட்டுள்ளது.
11,தொடர் பணியாக இல் நூல்களை தமிழுலகம் பயன்படும் வகையில் எம் பதிப்பகம் வெளியிட்டுள்ளது.
12,இதனை அனைவரும் படித்துப் பயன்பெற வேண்டுகிறேன்.
13,க.
14,தமிழமுது நுழையுமுன் மனிதரில் தலையாய மனிதரே!
15,"மொழி, இனம், நாடு எனத் தமிழ் கூறும் நல்லுலகம் பற்றி ஆழச் சிந்தித்தவர்களுள் அவர் குறிப்பிடத்தக்கவர்."
16,"தாமுண்டு, தம் குடும்பமுண்டு, தம் வேலையுண்டு என்று அவரால் இருக்க முடியவில்லை."
17,"மொழி நலம், தமிழ்த் திருமணம், சாதி மறுப்பு என்பன அவருடைய தொடக்கக் காலக் களங்களாக அமைந்தன."
18,"தாய்மொழித் தமிழ், தமிழரிடையே பெறவேண்டிய மதிப்பையும் பயன்பாட்டையும் பெறாமலிருந்தமை அவரை வருத்தியது."
19,தமிழ் நமது தாய்மொழி ஈன்ற தாயைப் போற்றுதல் மக்களது கடமை.
20,இன்றைய தமிழரது வாழ்வில் தமிழ் எவ்வாறு இருக்கின்றது?
21,ஒரு தமிழன் மற்றொரு தமிழனோடு பேசும்போது பெரும்பாலும் பிறமொழிச் சொற்களைக் கலந்தே பேசுவதைக் காண்கிறோம்.
22,இப்பிறமொழிச் சொற்கள் நம் மொழியிற் கலந்து தமிழ் நடையைக் கெடுத்துவிடுகின்றன.
23,மொழிக் கொலை புரிவதில் முதற்பரிசு பெறத்தக்கவர் நம் தமிழரே ஆவர்!
24,நம் தமிழ்நாட்டுச் செய்தித் தாள்களில் தமிழ்ப் புலமையுடையார் பெரும்பாலும் இல்லையென்றே கூறலாம்.
25,இவற்றைத் தமிழ்ச் செய்தித்தாள்கள் என்று கூறுவதற்குப் பதிலாக கலப்பு மொழிச் செய்தித்தாள்கள் என்று கூறுதலே பொருந்தும்.
26,"இவ்வாறு செய்தித் தாள்களில் மொழிக் கொலை புரிவோர் வேற்று நாட்டவரல்லர், வேறு மொழி பேசும் அயலாரல்லர்."
27,தமிழகத்தில் பிறந்து தமிழிலேயே பேசிவரும் மக்களாவர் என்பதை வெட்கத்துடன் கூற வேண்டுபவராக இருக்கிறோம்.
28,நாடு முழுவதும் மொழி நலம் குன்றியிருந்தமையைத் துறை சார்ந்த சான்றுகளோடும் கவலையோடும் சுட்டிக் காட்டியதோடு இராசமாணிக்கனார் நின்றுவிடவில்லை.
