Line Number,Sentence
1,கல்வி உளவியல் கோட்பாடுகள் ஆசிரியர் பேராசிரியர் டாக்டர் ந.
2,சுப்பு ரெட்டியார் தமிழ்மண் பதிப்பகம் சென்னை .
3,நூற் குறிப்பு நூற்பெயர் கல்வி உளவியல் கோட்பாடுகள் உரையாசிரியர் ந.
4,"சுப்பு ரெட்டியார் பதிப்பாளர் கோ, இளவழகன் மறுபதிப்பு தாள் .கி."
5,என்.எ.மேப்லித்தோ அளவு தெம்மி எழுத்து புள்ளி பக்கம் நூல் கட்டமைப்பு இயல்பு சாதாரணம் விலை உருபா.
6,"படிகள் நூலாக்கம் பாவாணர் கணினி தி.நகர், சென்னை ."
7,அட்டை வடிவமைப்பு வ.
8,"மலர் அச்சிட்டோர் வெங்கடேசுவரா ஆப்செட் பிரிண்டர்சு, இராயப்பேட்டை, சென்னை ."
9,வெளியீடு தமிழ்மண் பதிப்பகம் .
10,"சிங்காரவேலர் தெரு, தியாகராயர்நகர், சென்னை ."
11,பதிப்புரை கல்வி உளவியல் கோட்பாடுகள் எனும் இந்நூல் தமிழறிஞர் ந.
12,சுப்புரெட்டியார் அவர்களால் எழுதப்பட்டு மாணிவாசகர் பதிப்பகத்தால் இல் முதல் பதிப்பாக வெளியிடப்பட்டுள்ளது.
13,மாணிவாசகர் பதிப்பக நிறுவனர் அய்யா ச.
14,"மெய்யப்பன் அவர்களின் அறிமுகவுரையும், திரு."
15,கே.ஆர்.
16,"மாணிக்கம் அவர்களின் அணிந்துரையும், ஆசிரியரின் நூல்முகமும் இந்நூலைப் படிக்கத் தொடங்கும் அனைவரும் முதலில் படிக்க வேண்டிய செய்திகளாகும்."
17,ஒவ்வொரு பக்கத்தின் இறுதி வரிகளுக்குப் பிறகு குறிக்கப்பெற்றுள்ள அடிக்குறிப்புக்கள் படிப்பவர் அனைவருக்கும் மிகுந்த பயனைத் தரவல்லவை.
18,"கல்வியாளர்கள், மாணவர்கள் வாங்கிப் பயன்கொள்ள வேண்டுகிறோம்."
19,"சைதை ஆசிரியர்க் கல்லூரி உளவியல் பேராசிரியர் குருசாமி ரெட்டியார் எம்.ஏ., ..."
20,மெய்யப்பன் எம்.
21,ஏ.
22,அண்ணாமலைப் பல்கலைக் கழகம் மணிவாசகர் பதிப்பகம் சிறந்த நூல்களைத் தொடர்ந்து வெளியிட்டு வருகிறது.
